name,s,e,c
TBC1D7,537689,538189,537939;537939
TBC1D8B,1493300,1493800,1493550
TBC1D9,415827,416327,416077
TBC1D9B,530234,530734,530484
TBCA,479103,479603,479353
TBCB,1347785,1348285,1348035
TBCC,552381,552881,552631
TBCCD1,339119,339621,339369;339371
TBCD,1290199,1290691,1290449
TBCE,117516,118016,117766
TBCEL,968158,968664,968408;968414
TBCK,398607,399107,398857;398857
TBK1,1007637,1008137,1007887;1007887
TBL1X,1444993,1445525,1445244;1445243;1445275
TBL1XR1,334434,334934,334684;334684
TBL1Y,1521303,1521858,1521553;1521608
TBL2,653079,653579,653329;653329
TBP,616456,616831,616706
TBPL1,598161,598662,598411;598412
TBPL2,1127679,1128179,1127929
TBR1,205513,206013,205763
TBRG1,969957,970457,970207
TBX1,1424497,1424998,1424747;1424748
TBX15,59515,60017,59767;59765
TBX18,573762,574262,574012
TBX19,83876,84376,84126
TBX2,1279583,1280083,1279833
TBX20,634229,634729,634479;634479
TBX21,1272750,1273250,1273000
TBX22,1479913,1480416,1480163;1480166
TBX3,1032775,1033275,1033025;1033025;1033025
TBX4,1279611,1280111,1279861
TBX5,1032636,1033136,1032886
TBX6,1219718,1220218,1219968;1219968
TBXA2R,1331285,1331785,1331535;1331535
TBXAS1,686321,686847,686597;686571
TC2N,1145877,1146392,1146142;1146127;1146127
TCAF1,688374,688882,688632;688624
TCAF2,688242,688789,688492;688539
TCAIM,268166,268667,268416;268417;268416
TCAP,1268755,1269255,1269005;1269005
TCEA1,723620,724120,723870
TCEA2,1390391,1390809,1390641;1390644
TCEA3,11626,12126,11876
TCEAL1,1491719,1492220,1491969;1491969;1491970
TCEAL2,1490968,1491468,1491218;1491218
TCEAL3,1491709,1492209,1491959;1491959
TCEAL4,1491698,1492198,1491948;1491948
TCEAL5,1491543,1492043,1491793;1491793
TCEAL6,1490976,1491476,1491226
TCEAL7,1491570,1492070,1491820
TCEAL8,1491533,1492033,1491783
TCEANC,1447114,1447614,1447364
TCEANC2,27010,27510,27260
TCEB1,733587,734095,733837;733845;733845
TCEB2,1206080,1206580,1206330;1206330
TCEB3,11785,12285,12035
TCEB3B,1312723,1313223,1312973
TCEB3C,1312721,1313221,1312971
TCERG1,513480,513980,513730
TCF12,1182006,1182656,1182406;1182256;1182256;1182256
TCF15,1359342,1359842,1359592
TCF19,546588,547088,546838
TCF21,598130,598630,598380;598380
TCF23,138062,138562,138312
TCF24,730090,730590,730340
TCF3,1330307,1330808,1330558;1330557;1330557
TCF4,1316927,1317594,1317320;1317237;1317321;1317227;1317320;1317177;1317228;1317187;1317344
TCF7,507292,507792,507542;507542
TCF7L1,167057,167557,167307
TCF7L2,897297,897798,897547;897548;897548;897548
TCFL1,75332,75832,75582
TCFL4,1270204,1270704,1270454
TCFL5,1389793,1390293,1390043
TCHH,75794,76294,76044
TCHHL1,75781,76281,76031
TCHP,1030384,1030884,1030634;1030634
TCIRG1,941614,942116,941864;941864;941866
TCL1A,1147816,1148316,1148066
TCL1B,1147802,1148302,1148052
TCN1,937527,938027,937777
TCN2,1430126,1430626,1430376;1430376
TCOF1,515435,515935,515685
TCP1,611130,611630,611380
TCP10,614923,615423,615173
TCP10L,1407538,1408038,1407788
TCP10L2,614817,615317,615067
TCP11,548579,549079,548829;548829
TCP11L1,924241,924741,924491;924491;924491
TCP11L2,1028563,1029063,1028813;1028813
TCP11X2,1491141,1491641,1491391
TCRA,1110942,1111442,1111192
TCTA,270701,271201,270951
TCTE1,553154,553657,553407;553404
TCTE1L,1459131,1459631,1459381
TCTE3,616100,616600,616350
TCTEX1D1,33360,33860,33610
TCTEX1D2,343999,344499,344249
TCTN1,1030740,1031240,1030990
TCTN2,1037292,1037792,1037542
TCTN3,888669,889169,888919
TDE1,1380622,1381122,1380872
TDG,1027394,1027894,1027644
TDGF1,269284,269786,269536;269536;269534
TDO2,423401,423901,423651
TDP1,1144937,1145437,1145187
TDRD1,897912,898414,898162;898164
TDRD10,76988,77488,77238;77238
TDRD12,1346087,1346587,1346337
TDRD3,1072626,1073133,1072876;1072883;1072876
TDRD5,89531,90031,89781;89781
TDRD6,554352,554852,554602;554602
TDRD7,819423,819923,819673;819673
TDRD9,1151923,1152423,1152173
TDRKH,75631,76132,75882;75881
TDRP,696403,696900,696650;696650;696650
TEAD1,914059,914559,914309;914309
TEAD2,1354414,1354914,1354664;1354664
TEAD3,548757,549257,549007
TEAD4,976749,977249,976999;976999
TEC,369124,369624,369374
TECPR1,665523,666023,665773
TECPR2,1151140,1151644,1151390;1151394
TECR,1336802,1337302,1337052
TECRL,377626,378126,377876
TECTA,968197,968697,968447
TECTB,896964,897464,897214
TEDDM1,90935,91435,91185
TEF,1435506,1436013,1435763;1435756
TEFM,1264461,1264961,1264711;1264711
TEK,782890,783390,783140;783140;783140
TEKT1,1253212,1253712,1253462
TEKT2,18025,18525,18275
TEKT3,1257467,1257967,1257717
TEKT4,172145,172645,172395
TEKT5,1210061,1210561,1210311
TELO2,1205438,1205938,1205688;1205688
TEN1,1286832,1287333,1287082;1287083
TEN1-CDK3,1286843,1287343,1287093
TENM1,1502326,1502826,1502576
TENM2,523922,524422,524172
TENM3,436571,437082,436821;436832
TENM4,947150,947786,947536;947400
TEP1,1110166,1110666,1110416
TERF1,733113,733613,733363
TERF2,1239376,1239876,1239626
TERF2IP,1242507,1243007,1242757
TERT,441214,441714,441464
TES,674508,675014,674764;674758
TESC,1033983,1034483,1034233
TESK1,787138,787638,787388
TESK2,22729,23229,22979
TESPA1,1002898,1003404,1003154;1003148;1003152
TET1,875103,875603,875353
TET2,398022,398522,398272
TET3,161483,161983,161733
TEX10,820893,821393,821143;821143
TEX101,1351437,1351941,1351691;1351687
TEX11,1475342,1475842,1475592
TEX12,963730,964230,963980
TEX13A,1492510,1493010,1492760
TEX13B,1493890,1494390,1494140
TEX14,1278213,1278729,1278463;1278479
TEX15,711506,712006,711756
TEX19,1290003,1290504,1290253;1290254
TEX2,1280999,1281515,1281265;1281252;1281249
TEX22,1152658,1153158,1152908
TEX26,1057894,1058394,1058144
TEX261,159987,160487,160237
TEX264,271829,272329,272079;272079
TEX28,1517038,1517539,1517288;1517289
TEX29,1098127,1098627,1098377
TEX30,1093854,1094354,1094104
TEX33,1433326,1433826,1433576
TEX35,88992,89492,89242
TEX36,903628,904128,903878
TEX37,168789,169289,169039
TEX38,23319,23819,23569
TEX43,503550,504050,503800
TEX9,1181729,1182229,1181979
TF,312709,313209,312959
TFAM,870015,870515,870265;870265;870265
TFAP2A,536231,536734,536481;536484;536481
TFAP2B,556418,556918,556668
TFAP2C,1386649,1387149,1386899
TFAP2D,556365,556865,556615
TFAP2E,17770,18270,18020
TFAP4,1206828,1207328,1207078;1207078
TFB1M,608842,609342,609092
TFB2M,123115,123615,123365
TFCP2,1000998,1001498,1001248
TFCP2L1,185398,185898,185648
TFDP1,1099260,1099760,1099510;1099510
TFDP2,316836,317411,317100;317161;317086;317093
TFDP3,1506454,1506954,1506704
TFE3,1464728,1465228,1464978
TFEB,551876,552376,552126;552126;552126;552126
TFEC,674387,674918,674668;674637
TFF1,1412453,1412953,1412703
TFF2,1412445,1412945,1412695
TFF3,1412427,1412927,1412677
TFG,296191,296691,296441;296441
TFIP11,1428079,1428579,1428329
TFPI,218566,219086,218836;218816
TFPI2,663343,663843,663593;663593
TFPT,1356791,1357291,1357041
TFR2,666702,667202,666952
TFRC,343881,344381,344131
TG,763092,763592,763342
TGDS,1089765,1090265,1090015
TGFA,159767,160267,160017;160017
TGFB1,1350411,1350911,1350661;1350661
TGFB1I1,1220408,1220909,1220659;1220658;1220658
TGFB2,109010,109510,109260
TGFB3,1137949,1138449,1138199
TGFBI,508249,508749,508499
TGFBR1,820269,820769,820519
TGFBR2,261301,261801,261551
TGFBR3,45926,46436,46176;46186;46176
TGFBR3L,1333472,1333972,1333722
TGFBRAP1,177350,177850,177600;177600
TGIF1,1292148,1292669,1292418;1292417;1292418;1292416;1292398;1292419
TGIF2,1376647,1377148,1376897;1376897;1376898;1376898
TGIF2-C20orf24,1376648,1377148,1376898
TGIF2LX,1484866,1485366,1485116
TGIF2LY,1519637,1520137,1519887
TGM1,1112092,1112592,1112342
TGM2,1377443,1377943,1377693
TGM3,1360185,1360685,1360435
TGM4,268435,268935,268685
TGM5,1175180,1175680,1175430
TGM6,1360227,1360727,1360477
TGM7,1175198,1175698,1175448
TGOLN2,167154,167654,167404;167404;167404
TGS1,724495,724995,724745
TH,908807,909307,909057
THADA,146286,146788,146538;146538;146536
THAP1,717502,718002,717752
THAP11,1238604,1239104,1238854
THAP2,1011243,1011743,1011493
THAP3,3093,3593,3343;3343
THAP4,245655,246165,245905;245915;245915
THAP5,670687,671188,670938;670937
THAP6,383208,383708,383458
THAP7,1425303,1425803,1425553
THAP8,1347754,1348254,1348004;1348004
THAP9,386899,387399,387149
THBD,1370562,1371062,1370812
THBS1,1173337,1173837,1173587
THBS2,615851,616352,616101;616102
THBS3,77339,77839,77589
THBS4,480232,480732,480482
THEG,1329733,1330170,1329920
THEGL,373687,374187,373937
THEM4,75691,76192,75941;75942
THEM5,75664,76164,75914
THEM6,768057,768557,768307
THEMIS,595116,595644,595386;595394;595366
THEMIS2,13850,14350,14100
THG1L,519146,519646,519396
THNSL1,852595,853095,852845
THNSL2,168611,169112,168861;168862
THOC1,1290694,1291077,1290827
THOC2,1501711,1502211,1501961
THOC3,528264,528764,528514
THOC5,1429599,1430099,1429849
THOC7,277901,278401,278151;278151
THOP1,1330874,1331374,1331124
THPO,338023,338523,338273
THRA,1268954,1269454,1269204;1269204;1269204
THRAP3,18099,18599,18349
THRB,258245,258745,258495
THRSP,946598,947098,946848
THSD1,1068631,1069131,1068881
THSD4,1189095,1189820,1189570;1189354;1189345
THSD7A,622518,623018,622768
THSD7B,193251,193751,193501
THTPA,1111738,1112238,1111988;1111988
THUMPD2,144380,144880,144630
THUMPD3,250679,251179,250929
THY1,967357,967857,967607
THYN1,974772,975272,975022
TIA1,159614,160114,159864
TIAL1,900620,901120,900870
TIAM1,1406918,1407525,1407275;1407168
TIAM2,608793,609294,609043;609044
TICAM1,1331897,1332397,1332147
TICAM2,498035,498536,498286;498285
TICRR,1198460,1198960,1198710
TIE1,21634,22134,21884
TIFA,401592,402092,401842
TIGAR,977430,977930,977680
TIGD1,241084,241584,241334
TIGD2,390005,390505,390255
TIGD3,940272,940772,940522
TIGD4,421839,422339,422089;422089
TIGD5,768492,768992,768742
TIGD6,515257,515757,515507;515507
TIGD7,1206344,1206844,1206594
TIGIT,302983,303483,303233
TIMD4,518762,519262,519012
TIMELESS,1003636,1004136,1003886
TIMM10,936360,936860,936610
TIMM13,1330695,1331195,1330945;1330945
TIMM17A,100713,101213,100963
TIMM17B,1464655,1465155,1464905;1464905
TIMM21,1326350,1326850,1326600
TIMM22,1250295,1250795,1250545
TIMM23,865754,866254,866004
TIMM44,1333486,1333986,1333736
TIMM8A,1490579,1491080,1490829;1490830
TIMM8B,963689,964189,963939
TIMM9,1129172,1129673,1129422;1129423
TIMMDC1,305585,306085,305835
TIMP1,1463998,1464498,1464248
TIMP2,1288305,1288805,1288555
TIMP3,1431223,1431723,1431473
TIMP4,252077,252577,252327;252327
TINAG,558111,558611,558361
TINAGL1,15772,16273,16022;16023
TINF2,1112081,1112581,1112331
TIP47,1331915,1332415,1332165
TIPARP,324173,324674,324423;324423;324424
TIPIN,1186725,1187225,1186975
TIPRL,83825,84325,84075
TIRAP,970787,971287,971037
TJAP1,552747,553256,552997;553003;553006
TJP1,1168457,1168958,1168708;1168708;1168707
TJP2,805204,805746,805480;805496;805454;805454;805495
TJP3,1331342,1331842,1331592
TK1,1287936,1288436,1288186;1288186
TK2,1237958,1238459,1238208;1238209
TKFC,938261,938761,938511
TKT,272622,273122,272872
TKTL1,1517044,1517544,1517294
TKTL2,427186,427686,427436
TLCD1,1263371,1263871,1263621;1263621
TLCD2,1250651,1251151,1250901
TLDC1,1246936,1247436,1247186;1247186
TLDC2,1376799,1377299,1377049
TLE1,811488,811988,811738
TLE2,1330996,1331496,1331246;1331246
TLE3,1188594,1189096,1188846;1188845;1188845;1188845;1188844
TLE4,810429,810929,810679;810679;810679
TLE6,1330970,1331470,1331220
TLK1,210338,210920,210635;210635;210670;210588
TLK2,1280123,1280623,1280373
TLL1,428386,428886,428636;428636;428636
TLL2,889079,889579,889329
TLN1,787202,787702,787452;787452
TLN2,1184870,1185370,1185120
TLR1,364392,364892,364642
TLR10,364377,364881,364631;364627
TLR2,422300,422800,422550
TLR3,438484,438984,438734
TLR4,829569,830069,829819;829819;829819
TLR5,111404,111909,111659;111654
TLR6,364418,364918,364668
TLR7,1446720,1447220,1446970
TLR8,1446740,1447240,1446990
TLR9,272106,272606,272356
TLX1,891388,891888,891638;891638;891638
TLX2,161747,162247,161997
TLX3,525935,526435,526185
TM2D1,30846,31346,31096
TM2D3,1204497,1204916,1204747
TM4SF1,320524,321024,320774;320774
TM4SF18,320502,321002,320752;320752
TM4SF19,344009,344509,344259;344259
TM4SF2,1459488,1459988,1459738
TM4SF3,1010990,1011490,1011240
TM4SF4,320572,321073,320823;320822
TM4SF5,1252182,1252682,1252432
TM4SF6,1490223,1490723,1490473
TM6SF1,1195289,1195789,1195539;1195539
TM6SF2,1339174,1339674,1339424
TM7SF2,940150,940650,940400
TM7SF3,988798,989298,989048
TM9SF1,1112058,1112558,1112308;1112308;1112308
TM9SF2,1092217,1092717,1092467
TM9SF3,889116,889616,889366
TM9SF4,1374395,1374895,1374645
TMA16,427196,427696,427446;427446
TMA7,270217,270717,270467
TMBIM4,1008496,1008996,1008746
TMBIM6,1000282,1000782,1000532;1000532
TMC1,806963,807463,807213
TMC2,1360305,1360805,1360555
TMC3,1194234,1194734,1194484
TMC4,1356820,1357320,1357070
TMC5,1214377,1214900,1214627;1214628;1214631;1214650;1214631
TMC6,1287907,1288409,1288157;1288159;1288157
TMC7,1214164,1214664,1214414;1214414
TMC8,1287908,1288408,1288158
TMCC1,310751,311283,311033;311001;311026
TMCC2,102349,102863,102613;102600;102599;102608
TMCC3,1022719,1023237,1022987;1022969
TMCO1,82620,83120,82870
TMCO2,20107,20607,20357
TMCO3,1099213,1099713,1099463
TMCO4,9814,10314,10064
TMCO6,510576,511076,510826
TMED1,1334955,1335455,1335205
TMED3,1193202,1193702,1193452
TMED4,638893,639393,639143
TMED5,46573,47074,46823;46824;46823
TMED6,1239359,1239859,1239609
TMED7-TICAM2,498047,498547,498297;498297
TMED8,1138647,1139147,1138897
TMED9,529076,529576,529326
TMEFF1,820953,821453,821203;821203
TMEFF2,220906,221407,221156;221157
TMEM100,1276745,1277249,1276995;1276999;1276996
TMEM101,1270893,1271395,1271145;1271143
TMEM102,1253514,1254014,1253764;1253764
TMEM104,1286231,1286731,1286481
TMEM105,1289489,1289997,1289739;1289747
TMEM106A,1270526,1271026,1270776
TMEM106B,622708,623208,622958
TMEM106C,999393,999893,999643
TMEM107,1253884,1254384,1254134
TMEM108,312355,312926,312605;312648;312676
TMEM109,938051,938551,938301;938301
TMEM11,1260403,1260903,1260653;1260653
TMEM110-MUSTN1,272442,272942,272692
TMEM115,271175,271675,271425
TMEM116,1031440,1031940,1031690
TMEM117,997329,997929,997579;997679;997584
TMEM119,1029710,1030210,1029960
TMEM120A,654394,654894,654644
TMEM120B,1036290,1036790,1036540
TMEM121,1152722,1153222,1152972
TMEM123,958872,959372,959122;959122
TMEM125,21618,22119,21869;21868
TMEM126A,950390,950890,950640
TMEM126B,950381,950881,950631
TMEM127,172842,173342,173092;173092
TMEM128,347113,347613,347363
TMEM129,345850,346350,346100;346100
TMEM130,665816,666316,666066;666066
TMEM131,173683,174183,173933
TMEM132A,938056,938556,938306
TMEM132B,1038268,1038768,1038518
TMEM132C,1039590,1040090,1039840
TMEM132D,1040409,1040909,1040659
TMEM132E,1266298,1266798,1266548
TMEM133,958142,958642,958392
TMEM134,941329,941829,941579
TMEM135,951085,951585,951335
TMEM136,967808,968308,968058;968058
TMEM138,938275,938775,938525
TMEM140,684006,684506,684256
TMEM141,839178,839678,839428
TMEM143,1353915,1354415,1354165;1354165;1354165
TMEM144,424554,425054,424804;424804
TMEM145,1350890,1351390,1351140
TMEM147,1347500,1348000,1347750
TMEM14A,557292,557792,557542
TMEM14C,536386,536886,536636
TMEM150A,167291,167791,167541;167541
TMEM150B,1357399,1357900,1357650;1357649
TMEM150C,386730,387230,386980;386980
TMEM151A,940740,941240,940990
TMEM151B,553144,553644,553394
TMEM155,406331,406832,406582;406581
TMEM158,268610,269110,268860
TMEM159,1215251,1215751,1215501;1215501
TMEM160,1353257,1353757,1353507
TMEM161A,1339106,1339606,1339356
TMEM161B,484349,484849,484599
TMEM163,192115,192615,192365
TMEM164,1494900,1495401,1495151;1495150
TMEM165,373120,373620,373370
TMEM167A,481753,482253,482003
TMEM167B,54567,55067,54817
TMEM168,672796,673298,673048;673046;673048
TMEM169,232850,233355,233100;233105
TMEM17,155743,156243,155993
TMEM170A,1242416,1242916,1242666;1242666
TMEM170B,536794,537294,537044
TMEM171,476775,477275,477025;477025
TMEM173,509997,510498,510248;510247
TMEM174,476801,477301,477051
TMEM175,345452,345952,345702
TMEM176A,691831,692331,692081
TMEM176B,691831,692332,692082;692081
TMEM177,184595,185095,184845
TMEM178A,144323,144823,144573
TMEM179,1152261,1152761,1152511
TMEM179B,938988,939488,939238
TMEM18,124715,125215,124965
TMEM180,892053,892553,892303
TMEM181,610503,611003,610753
TMEM182,176066,176566,176316
TMEM183A,101239,101739,101489
TMEM184A,617380,617881,617630;617631
TMEM184B,1433946,1434459,1434209;1434196;1434209
TMEM184C,419258,419758,419508
TMEM185A,1514634,1515134,1514884
TMEM185B,184867,185367,185117;185117
TMEM186,1209112,1209612,1209362
TMEM187,1516896,1517397,1517147;1517146
TMEM189,1383432,1383932,1383682
TMEM189-UBE2V1,1383432,1383932,1383682
TMEM19,1011254,1011755,1011504;1011505
TMEM190,1357426,1357926,1357676
TMEM196,626489,626989,626739
TMEM198,234581,235081,234831;234831
TMEM199,1263187,1263687,1263437
TMEM2,806527,807027,806777;806777;806777
TMEM200A,596368,596904,596618;596646;596618;596618;596654
TMEM200B,14475,14976,14726;14725
TMEM200C,1293389,1293889,1293639
TMEM201,4575,5075,4825
TMEM202,1189746,1190246,1189996
TMEM203,839386,839886,839636
TMEM204,1205456,1205958,1205708;1205706
TMEM205,1335210,1335710,1335460
TMEM206,106045,106545,106295
TMEM207,341060,341560,341310
TMEM208,1238297,1238797,1238547
TMEM209,681505,682005,681755
TMEM211,1427296,1427796,1427546
TMEM212,331757,332257,332007
TMEM213,685824,686324,686074
TMEM214,138004,138504,138254
TMEM215,785727,786227,785977
TMEM216,938290,938791,938541;938540
TMEM217,549630,550137,549887;549880
TMEM218,970201,970701,970451;970451
TMEM219,1219653,1220154,1219903;1219904
TMEM220,1255161,1255661,1255411;1255411
TMEM221,1338261,1338761,1338511
TMEM222,13575,14075,13825
TMEM223,938990,939490,939240
TMEM225,969589,970089,969839
TMEM229A,678419,678919,678669
TMEM229B,1133712,1134216,1133966;1133962
TMEM230,1361593,1362093,1361843;1361843
TMEM231,1242462,1242962,1242712
TMEM232,495598,496098,495848
TMEM233,1035230,1035730,1035480
TMEM234,16094,16594,16344
TMEM235,1287958,1288458,1288208;1288208
TMEM236,848840,849340,849090
TMEM237,225630,226131,225881;225880
TMEM238,1357429,1357929,1357679
TMEM239,1360445,1360945,1360695
TMEM240,488,988,738
TMEM241,1300951,1301451,1301201
TMEM242,609897,610397,610147
TMEM243,660007,660507,660257
TMEM244,596116,596616,596366
TMEM245,825277,825777,825527
TMEM246,821460,821960,821710
TMEM247,147730,148230,147980
TMEM248,649776,650276,650026
TMEM249,768942,769442,769192
TMEM25,966911,967411,967161;967161
TMEM251,1146551,1147051,1146801;1146801
TMEM252,804913,805413,805163
TMEM253,1110509,1111009,1110759
TMEM254,880862,881362,881112;881112
TMEM255A,1500000,1500500,1500250;1500250
TMEM255B,1099372,1099872,1099622
TMEM256,1253498,1253998,1253748
TMEM256-PLSCR3,1253493,1253994,1253743;1253744
TMEM258,938491,938991,938741
TMEM259,1329992,1330492,1330242
TMEM26,871549,872049,871799
TMEM260,1128249,1128749,1128499
TMEM261,773235,773735,773485
TMEM262,940139,940639,940389
TMEM263,1028889,1029389,1029139;1029139
TMEM265,1220042,1220542,1220292;1220292
TMEM266,1191577,1192104,1191854;1191827
TMEM27,1448119,1448619,1448369
TMEM30A,569022,569522,569272
TMEM30B,1130599,1131100,1130850;1130849
TMEM31,1491760,1492260,1492010
TMEM33,365957,366457,366207;366207
TMEM37,184471,184971,184721
TMEM38A,1337867,1338367,1338117
TMEM38B,823564,824064,823814
TMEM39A,305568,306068,305818
TMEM39B,16020,16520,16270
TMEM40,252375,252882,252627;252627;252632;252625
TMEM41A,338585,339085,338835
TMEM41B,912379,912879,912629;912629
TMEM42,268428,268928,268678
TMEM43,253060,253560,253310
TMEM44,343153,343654,343404;343403
TMEM45A,296082,296595,296332;296345
TMEM45B,972553,973055,972803;972805
TMEM47,1457615,1458115,1457865
TMEM5,1007301,1007810,1007551;1007551;1007560
TMEM50A,12583,13083,12833
TMEM50B,1407986,1408486,1408236
TMEM51,7490,7991,7741;7740
TMEM52,676,1176,926
TMEM52B,980376,980880,980630;980626;980627
TMEM53,22321,22821,22571
TMEM54,16434,16934,16684
TMEM55A,742179,742679,742429
TMEM55B,1110190,1110690,1110440
TMEM56,47542,48046,47792;47796
TMEM56-RWDD3,47542,48042,47792
TMEM57,12629,13129,12879;12879
TMEM59,27010,27510,27260
TMEM59L,1338843,1339343,1339093
